idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,fx1_S,fx0d5_S,fx1d5_S,fx2d5_S,fx3_S,fx5_S,fx7_S,fx1_T,fx0d5_T,fx1d5_T,fx2d5_T,fx3_T,fx5_T,fx7_T,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
487.0,2.42915676591342,0.0105117370381448,0.0087786060069426,0.00279303507184607,0.0574652204811105,0.0479814610023087,0.0179016361718802,2.3062226855979904,0.0154059295245546,0.008697072989859,0.0030187092645769602,0.00598710390329024,0.0440457854961363,0.0153812911096419,2.42631425377592,0.018565125469037,0.01092623577869,0.00417673919365095,0.0567814418370387,0.0530069010367275,0.0178806565437901,47.5,46.35,354.0,0.46,2.6960176087991,2.56532667625669,2.6940235662649,0.0,3.0
354.0,1.7586163796318897,0.0062061796325692704,0.0161376750074185,0.0017956775181712102,0.0036159529263584704,0.0258368421010664,0.011045843773195,1.76758121977846,0.00464076291348715,0.0144449531644339,0.00195074212784493,0.0025074426499462,0.0280930156146992,0.0118565589356839,1.78510121959674,0.00575275968881121,0.0150402943031528,0.0019077772434681198,0.00505685080983249,0.027010170302343997,0.0119074670817332,52.5,51.98,232.0,0.15,1.30855714530247,1.3127409514295199,1.32123941409186,0.0,2.0
173.0,1.0,0.0053374539709193205,0.0061576827308374394,0.0006566802333517661,0.0167422354718663,0.0202599053243748,0.00762605040774015,1.0,0.00539122183656288,0.00621971332811308,0.000663295427552975,0.0169108915899946,0.0204639973640191,0.00770287288826147,1.0,0.00516622029744415,0.00596013486628615,0.00063561292874024,0.0162051189931755,0.0196099366254683,0.007381395065972529,57.5,56.58,360.0,0.44,2.6850109581907002,2.6537413842093303,2.7637510637718905,0.0,1.0
1322.0,2.57042579280652,0.027133493508532,0.00611646160842849,0.00583651773617937,0.10101854279363001,0.0662579016003104,0.0243227164281595,2.011582417979,0.0092244087471736,0.00545492090106604,0.00484936216989426,0.0973779793468308,0.0636164807767006,0.0223021918811915,1.85199783075379,0.0188223460943841,0.007159868836590609,0.0029855198725951397,0.0228676099706958,0.0478675724092092,0.0157736790493823,57.5,56.56,294.0,0.31,2.38509408191453,1.8670916833798998,1.7033700156121698,0.0,7.0
70.0,1.0,0.005397520989861061,0.0039031593488574397,0.0006582977805733451,0.0172697607629203,0.0149336263537908,0.00580130821286445,1.0,0.00537327915487185,0.00388562912617756,0.000655341173975538,0.0171921972496882,0.0148665550989426,0.0057752528521382894,1.0,0.00525602541447824,0.00380083834280395,0.000641040557598125,0.0168170353839059,0.0145421425490124,0.00564922738814986,50.0,48.91,370.0,0.55,2.90487925862949,2.9149966427173704,2.9826990281972097,0.0,1.0
725.0,3.41516230652551,0.00935246017288124,0.00611485097608755,0.00263813295332346,0.0499850647589117,0.0503340678518516,0.0237228075094355,3.07838984016805,0.0160855984733573,0.00470491674144498,0.00293890314153502,0.0141342615835777,0.0526778580447381,0.0198890271529413,3.34984703229398,0.0117435240594255,0.00411020224285193,0.00334209570861004,0.0659875668919479,0.0530845842228942,0.0195045635387983,52.5,51.41,339.0,0.39,2.4865678137057503,2.24045936457278,2.43349794455585,0.0,4.0
1050.0,2.50501479907424,0.0123582970896112,0.0060817544231452,0.0038090800607441,0.0380707326712641,0.0259269540862084,0.0135864188385226,2.2323660088875203,0.0033413120502021,0.00938969804063305,0.00258741929224775,0.0312290763671072,0.0250966155700834,0.0137503584049009,2.19327267604061,0.009120802064213791,0.00881063820783112,0.00317003231336067,0.0125066233760751,0.0270490569990654,0.0137005869538616,47.5,46.79,272.0,0.23,1.81499617494301,1.62588274209333,1.60018575856516,0.0,6.0
606.0,1.63024404917774,0.00793282770444182,0.0062115745726652296,0.00157581423699347,0.0196770790034634,0.0403837044897397,0.0147818031117685,1.5041942597547298,0.0104930031947541,0.00715709438703008,0.00199319229448211,0.009384142238438559,0.0435002408455811,0.0159405477275695,1.55924341386419,0.0112274929800058,0.00556235901093127,0.00235044820542234,0.014565886406885001,0.0398830202867354,0.0151462551052882,57.5,56.84,258.0,0.2,1.57023419360903,1.46265038169029,1.5155287278593301,0.0,3.0
19.0,1.0,0.0057367276988298105,0.0057054462755610005,0.00119753670533782,0.0239138119442855,0.0203915865629626,0.00477727061363906,1.0,0.0057652499418737796,0.0057338129915512105,0.0012034906977106301,0.0240327082196869,0.0204929708047351,0.004801022564347271,1.0,0.0056918996586105605,0.00566086267519911,0.00118817889258999,0.0237269442071516,0.0202322422624191,0.00473993998014043,45.0,44.23,324.0,0.34,2.11083612943326,2.11203833521229,2.16164576214241,0.0,1.0
982.0,3.0828629378811403,0.00748127345517424,0.00247781858002415,0.0017702277734235102,0.0719018533210993,0.0625074107857278,0.0198660185021773,3.01437637554044,0.0065627605594960605,0.00259201130004144,0.00235772712447027,0.006732817858282,0.0634012002960545,0.019786397379581003,3.08601191614155,0.00779691382831229,0.0037201761867225,0.0018527924610822301,0.0686446000786727,0.06237470790204,0.0201393284469584,60.0,59.3,329.0,0.32,2.19665777463333,2.14956860227991,2.20067663064251,0.0,5.0
1195.0,1.90889929510988,0.00310303821378906,0.0144968914367706,0.0023699331857338,0.040099024992427,0.0418521049965805,0.0114356079578146,1.7229568501540402,0.00908434351579978,0.012912092225267999,0.00233132910655895,0.032190044996674,0.0398670189276491,0.0126576671857489,1.66003941025411,0.008155587902858459,0.014057889935853999,0.00190667464546097,0.0090670477306451,0.0374756919438309,0.0146434741495746,60.0,59.36,255.0,0.18,1.66842734022032,1.50395017605292,1.44299602134071,0.0,6.0
28.0,1.0,0.00421658005276745,0.00156699533236703,0.000671781638207367,0.00828741485054877,0.009920139340409391,0.00469340452489671,1.0,0.00418691220626501,0.00155596995720305,0.000667054984313433,0.00822910462078643,0.00985034126529851,0.00466038174262388,1.0,0.00414365057709494,0.00153989276428089,0.000660162581524517,0.00814407669209631,0.00974856177004655,0.00461222794889526,45.0,44.41,270.0,0.21,1.59107313022266,1.6036766735604298,1.6181192839637801,0.0,1.0
619.0,3.42844526402887,0.00605844789955828,0.00328047351425492,0.00212503724952782,0.0750552904500743,0.0643421753830141,0.021210253277448,3.2616927353791296,0.00822860685105111,0.00285483067532,0.00253548036640766,0.00730110559277535,0.0646918946943562,0.0181163939407717,3.4343200671239305,0.0084415405437759,0.0044623829005231794,0.00363683684493473,0.0759390724187305,0.0576505854444752,0.0192178932542294,60.0,59.09,344.0,0.37,2.46660928857894,2.3463382218205697,2.4720111651827796,0.0,3.0
468.0,3.03116217930807,0.00761840540160409,0.004767577328241329,0.00252826969967053,0.0486816734624108,0.0319158243474844,0.019728477634583,2.8919301363923995,0.0126647334245536,0.0042699447398447795,0.00222797786248745,0.00652553021792355,0.03377834745118399,0.0165191725533873,3.04098437285606,0.0133480495667654,0.0056765610870264,0.0031250684432432103,0.0499897211817362,0.04965865760448599,0.0161638996082463,45.0,44.11,326.0,0.35,2.2138282198224197,2.1072113145971296,2.2126075264279903,0.0,3.0
227.0,1.0,0.00536325889905453,0.00512578624339853,0.000492167234956583,0.0178848801910146,0.0204830094298595,0.00556519099294629,1.0,0.00544720499374,0.00520601539985445,0.000499870670141119,0.0181648155575915,0.0208036108927771,0.00565229774256059,1.0,0.00530199942105729,0.00506723919290068,0.000486545670070708,0.0176805979728398,0.0202490512173058,0.0055016250339651,60.0,59.32,323.0,0.3,2.09335121379838,2.06390355457172,2.12739841748665,0.0,1.0
1268.0,4.1026466428163,0.0132534228116461,0.0135059781361296,0.00496583556271576,0.135223658897564,0.0513940727958004,0.0236325315683211,3.1228816156703503,0.004409825655380921,0.00863746672634099,0.00517335827911771,0.151009777071484,0.0558546027333279,0.022822683182594998,3.03955592578095,0.0173646782747105,0.00590533088943636,0.00212171590474236,0.06919243816119,0.0606599300395336,0.0205049304469415,52.5,51.31,329.0,0.44,2.97668928431216,2.28526626927745,2.21524347680906,0.0,7.0
1014.0,1.84956926306941,0.00807503088684239,0.01176745057927,0.00544595551495372,0.0350487497072489,0.0288783991017485,0.0141899994341527,1.67786489456557,0.007405622875206441,0.0118955170580353,0.0034088397336935897,0.0296138362962903,0.0321808637467305,0.0134649662742507,1.65724847726608,0.00983634196202182,0.00609431883291851,0.00450771341843608,0.0194866837391317,0.0290133949109219,0.0105585803865019,45.0,44.25,286.0,0.26,1.9456623509618403,1.74361903573837,1.73182850482409,0.0,6.0
389.0,2.75136719105761,0.016002631054701,0.0103542085675222,0.00462489114843939,0.072211528102163,0.0787218812074506,0.0279490943646239,2.7410580350244396,0.0160930024653573,0.013351040097398998,0.00500642717015162,0.0135062358148744,0.0705838111535523,0.0220045063541612,2.8488615274202203,0.0190601849280464,0.0107665817689354,0.0035259815952006102,0.0689556579310426,0.0772561446724123,0.0278218876153282,57.5,56.45,370.0,0.51,2.9136039815893398,2.8924920616457896,2.9877226451695402,0.0,2.0
146.0,1.0,0.00619986315647934,0.00696741554852661,0.00104513315139875,0.0246993423482058,0.0252476208183804,0.0105141896240668,1.0,0.00618753766956269,0.00695356414777489,0.00104305539989705,0.0246502394223381,0.0251974279008563,0.0104932871455153,1.0,0.0059479557359125605,0.00668432161007219,0.00100266821472631,0.0236957802592378,0.0242217815578542,0.010086986261557,55.0,54.15,349.0,0.41,2.46196294862218,2.45292303233852,2.53309370431204,0.0,1.0
