idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,fx1_S,fx0d5_S,fx1d5_S,fx2d5_S,fx3_S,fx5_S,fx7_S,fx1_T,fx0d5_T,fx1d5_T,fx2d5_T,fx3_T,fx5_T,fx7_T,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
826.0,3.1859638314134706,0.0145844253470847,0.00351395558548526,0.00162706912772516,0.0565107462616526,0.0420107457007107,0.0181584973699537,3.16962211773256,0.0151011061084101,0.0047236833877046,0.0018474503319750898,0.0131656539332313,0.042057441741327,0.0172022555170824,3.2813268568470497,0.0127724382176566,0.0059279605040967204,0.00260003323407108,0.0519078807206707,0.0408712209810873,0.0189461373853781,45.0,44.11,339.0,0.41,2.34417887770279,2.32798619058321,2.39666331002344,0.0,5.0
1097.0,2.96251190533806,0.0068266530767463795,0.00593576806810735,0.0032976081025756897,0.101076389680376,0.0517300510574487,0.0241580988188677,2.60800664903323,0.0130612087940359,0.0111688588138268,0.00344401794672981,0.0740267250047114,0.0590163247745499,0.0214733693172756,2.66282329313157,0.0226324361540695,0.0108982426437022,0.00222883126782953,0.0804363163808232,0.0473846932773795,0.0206198442993292,52.5,51.53,336.0,0.39,2.55166187437007,2.26286017732574,2.28102400843535,0.0,6.0
1117.0,4.18055113526788,0.0151323675380417,0.0112236202496012,0.0038939096645434204,0.10274997633630302,0.0670241197424551,0.0275957784912624,3.66319134529738,0.0143814051962643,0.008217960949570809,0.0038373384563683798,0.0744603019852432,0.0706962743219473,0.0253699250163138,3.73599059100231,0.0219041092010254,0.00995093276352863,0.004086177468377679,0.0676068366665392,0.0782150574786732,0.024116956793704,55.0,53.81,360.0,0.5,3.0828973779755895,2.7155807088516,2.77314315941961,0.0,6.0
1289.0,3.1522161840218597,0.0136748358573281,0.0117356533293386,0.006958463464523179,0.146954254959091,0.0782924923105884,0.0291647652432016,2.36971116136562,0.00679984747173936,0.00573474382450344,0.00603820764035724,0.15906691679996499,0.07893952322628099,0.0258682276327484,2.28777428184179,0.0165881649842681,0.007892655514805991,0.0032284429535746,0.0742535362551199,0.0779607907086897,0.0246484216369533,55.0,53.84,330.0,0.44,2.9879974083317995,2.2871470850743796,2.2135416267346697,0.0,7.0
763.0,2.4550305722038703,0.00219546817587626,0.008155721233473471,0.00212895837553407,0.0207545105507891,0.0405162992081554,0.0176376306620743,2.17050168232207,0.00517211285891481,0.010962584568211002,0.00210966353576984,0.00389509592688052,0.0426671950319923,0.0137368983558876,2.3040412255832203,0.007019625049428471,0.011668143245329998,0.00234722441771039,0.0240557352484371,0.0414901290110893,0.0164042794261692,55.0,54.2,273.0,0.2,1.7510390814079198,1.5502722836084801,1.64416637544689,0.0,4.0
1188.0,2.75010752833216,0.006598388622498221,0.009995297005977191,0.00199796070607125,0.0691167922109781,0.0575888177436473,0.0242273332061441,2.4373174577208503,0.0036110480461634797,0.0144959394169979,0.0022975592631947,0.0492444374191769,0.0535732911495577,0.0210273648167328,2.41799130548087,0.00539490758473321,0.0104533375202233,0.00248095254884465,0.0459914916738532,0.0488988748369462,0.0173431253783358,60.0,59.22,310.0,0.29,2.19898842929932,1.9429160151052298,1.92231845838588,0.0,6.0
947.0,3.98724000998267,0.0193436990070988,0.0097295253535851,0.00349483533777407,0.0655416663563049,0.0796656225486854,0.031853779007319005,3.93657968974548,0.017074113931091997,0.0121347179951624,0.00280679606268065,0.00868069060721916,0.0773794280296875,0.0267061111685978,4.03684814001356,0.0181392353652326,0.00833105057775708,0.00285948330014693,0.0615953980257377,0.0910927614734066,0.0284071678060101,57.5,56.38,371.0,0.52,2.95946193333974,2.9190537938526497,3.00726470903622,0.0,5.0
96.0,1.0,0.00760000708618119,0.0031233664096509397,0.0012109752327588699,0.009944342916130321,0.0185101962043069,0.007690341055469891,1.0,0.00757793774869485,0.00311429659871439,0.00120745873326139,0.009915465961489709,0.018456445232454,0.00766800940101041,1.0,0.00758708094761862,0.0031180541689470698,0.00120891559867208,0.00992742951684133,0.0184787139493242,0.00767726127633952,50.0,49.44,268.0,0.2,1.54728000356534,1.56063246989425,1.57475295315501,0.0,1.0
387.0,1.73029086976553,0.00443753543439206,0.0173408985220726,0.0011516115173981802,0.00428342619605406,0.0280564348654756,0.0111941752240882,1.73313201878245,0.0057506739089691,0.0185450861968438,0.00233138996697522,0.00321630559626566,0.0298519411597591,0.0107136119601629,1.7476956143959999,0.0044719383199284,0.016728176830142,0.00162450792756704,0.0063330478422799,0.0283826840900903,0.0108466796123442,55.0,54.5,215.0,0.13,1.23175613849249,1.23534405027523,1.2449960786856002,0.0,2.0
189.0,1.0,0.00471968398278276,0.0035369195827141798,0.000623610748562352,0.0163178863309652,0.0186782831624341,0.00586067157862492,1.0,0.00476311903330468,0.0035694697028763704,0.00062934981170061,0.0164680591433361,0.0188501786062355,0.00591460708935796,1.0,0.0046551079703645295,0.00348852647764002,0.000615078335038436,0.0160946205288073,0.0184227217625928,0.005780484260571189,57.5,56.9,303.0,0.25,1.8701356569307899,1.85419660264016,1.90031389680942,0.0,1.0
423.0,3.8635727511235,0.0129118495335198,0.0108344531835772,0.0030877164841983397,0.0626720399040882,0.0827173586782727,0.0313627024522807,3.8309835206149603,0.0123657970507328,0.00819656779748651,0.00343502936241282,0.0106416860956608,0.0759295463157501,0.0275610785203763,3.9458354824964905,0.00903043443875507,0.00839135286683397,0.00251245254798054,0.0599999453946688,0.0806359729565409,0.0279659577571555,60.0,58.98,368.0,0.47,2.86176155480697,2.84168191544078,2.93623042107701,0.0,2.0
827.0,2.2969358667752595,0.0164291597772919,0.00665944332467175,0.00231612606902258,0.057920367985174005,0.0412750980906333,0.0181487553285703,2.29352864112556,0.0126215469857249,0.00826311404774201,0.0035244871276277,0.011475709193366003,0.045784602169415003,0.0162519873830793,2.34689915537822,0.0135785381137566,0.008619306371982341,0.0040773219219066605,0.0557511021174204,0.0475368628050489,0.0169196268345559,45.0,44.14,334.0,0.39,2.2710011973829998,2.25839646578834,2.31838107310806,0.0,5.0
1189.0,2.12138196071111,0.00641218981662145,0.00909279236043967,0.0035336651283145795,0.0583237184728645,0.0559031530585903,0.0232689212175957,1.8651577938134398,0.00385679030759418,0.012298707234113998,0.0030215337034986104,0.0444418227262496,0.0566281766373263,0.0222970499018636,1.82900794039751,0.00801019640696107,0.010358389716237,0.0021032770103569603,0.0368272671509495,0.0513089140677726,0.0166066259395589,60.0,59.24,306.0,0.28,2.1395219641926597,1.89583273818374,1.86596476997936,0.0,6.0
480.0,1.4851055876464998,0.0058456914902794395,0.0109160979279182,0.00213006359272615,0.0159747159379501,0.0240980988743457,0.0126513417107599,1.4123039637535,0.00638101491489909,0.0133763555484689,0.00222987877076437,0.0043768595750045105,0.027106977429648998,0.0106542587756582,1.4885952584658102,0.00587083578474235,0.0122201901366787,0.0029274459495330103,0.0132778181934073,0.026911321574557997,0.0115249545623702,45.0,44.35,259.0,0.2,1.56894193122431,1.48349074724105,1.5415416857093602,0.0,3.0
174.0,1.0,0.00469514087746644,0.00463074699316359,0.00047964621728798797,0.0215085037776636,0.0189651807336425,0.006595979880779011,1.0,0.004748623473885379,0.00468349607546317,0.000485109892549832,0.0217535082742565,0.0191812141038142,0.00667111503415519,1.0,0.004561905169030729,0.00449933861324005,0.000466035123344976,0.0208981491976845,0.0184269989502619,0.0064088033774155105,57.5,56.6,358.0,0.42,2.64021239441821,2.6113461832033,2.71988829647812,0.0,1.0
991.0,4.13989275823117,0.0117083768229412,0.0145382728547979,0.0038663350684633602,0.12170679491113301,0.05445158107661401,0.0185744741552168,3.63962486411576,0.0110763521053765,0.0110421558674015,0.00265251595123987,0.0940346432936179,0.0504530332589547,0.0167681523555422,3.75698917943748,0.0197493173852894,0.012362660558028,0.00275657571428329,0.0820123361037536,0.0785069591319052,0.0180161693853365,45.0,43.79,352.0,0.49,2.9686315590755403,2.61847466168056,2.69854826958521,0.0,6.0
179.0,1.0,0.0049133785873264,0.00422272789949367,0.000577705859270447,0.0221087099664581,0.0187036298732021,0.00668242536565799,1.0,0.0049542785668023,0.00425787875981351,0.0005825148023159129,0.0222927474404274,0.018859322756284998,0.006738051256365779,1.0,0.00478120995775223,0.00410913759709355,0.000562165719149005,0.0215139913128911,0.0182005070047995,0.00650266982939851,57.5,56.7,344.0,0.38,2.43920139068932,2.4196090864356803,2.50878098929422,0.0,1.0
1101.0,3.17770239377192,0.0055549418145347,0.0036904786835083203,0.00307614640597663,0.0546682611910939,0.0498038426677063,0.0232024046302655,2.82552275926593,0.00459816131559852,0.00645370936483638,0.00249100513424385,0.0430747435144671,0.0535542139744249,0.0209732364390806,2.85939966816204,0.00711731944275438,0.00415563906893832,0.00293398665359154,0.0441770941146276,0.0630558396831219,0.020987332121321995,52.5,51.61,322.0,0.34,2.3443482122932,2.08304588354299,2.10519182081105,0.0,6.0
1153.0,2.80202415537596,0.0103211921511648,0.00581689042213034,0.00321445832718928,0.10212273857696301,0.0715809069812092,0.0212647105696995,2.46277998461726,0.0114390019398694,0.007092253134617,0.00259300571613735,0.0704512821055495,0.0776585647864429,0.021986506079332,2.4976526035289504,0.0154701289801541,0.00632282560141665,0.00382188307861522,0.0752201009800064,0.0676030583042041,0.0202254120486147,57.5,56.56,338.0,0.38,2.59575563370641,2.2952047310959,2.3216983168857404,0.0,6.0
651.0,2.52522588738617,0.00664415899205944,0.00468829996256911,0.0023080186487804,0.0217108287708342,0.0296026284639511,0.0167647251526245,2.2769392637614705,0.007485126941585759,0.00666265674021349,0.00154520541485421,0.00480294530221131,0.0359688694502251,0.0126204062641814,2.4178581443324503,0.00894594459879989,0.00567908161113289,0.0026211374500604303,0.0271490492551511,0.0336556077970628,0.0112764906395099,45.0,44.12,289.0,0.25,1.89909135788183,1.70733012660539,1.81176740628655,0.0,4.0
