,0,1,2,3,4,5,6
0,0.0,0.0,0.0,0.0,1.21,0.0,98.79
1,0.0,0.0,0.0,0.0,0.49,0.0,99.51
2,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3,0.0,0.0,0.0,0.0,0.55,0.0,99.45
4,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5,0.0,0.0,0.0,0.0,0.48,0.0,99.52
6,0.0,0.0,0.0,0.0,0.0,0.0,100.0
