,0,1,2,3,4,5,6
0,0.0,0.0,0.0,0.0,64.92,0.0,35.08
1,0.0,0.0,0.0,0.0,66.5,0.0,33.5
2,0.0,0.0,0.0,0.0,54.75,0.0,45.25
3,0.0,0.0,0.0,0.0,59.56,0.0,40.44
4,0.0,0.0,0.0,0.0,67.8,0.0,32.2
5,0.0,0.0,0.0,0.0,58.65,0.0,41.35
6,0.0,0.0,0.0,0.0,58.27,0.0,41.73
