,0,1,2,3,4,5,6
0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,61.58,6.9,0.99,19.21,11.33,0.0
2,0.0,14.53,73.74,0.0,2.79,8.94,0.0
3,0.0,0.55,0.0,90.71,0.0,0.0,8.74
4,0.0,16.95,1.13,0.0,71.75,10.17,0.0
5,0.0,14.42,2.88,0.0,4.33,78.37,0.0
6,0.0,0.79,0.79,21.26,0.0,0.0,77.17
