,0,1,2,3,4,5,6
0,99.19,0.0,0.0,0.0,0.0,0.0,0.81
1,0.0,43.35,1.48,0.0,12.81,42.36,0.0
2,0.0,30.73,32.96,0.0,8.94,27.37,0.0
3,1.09,3.28,0.55,89.07,0.0,0.0,6.01
4,1.13,34.46,3.39,0.0,27.12,33.9,0.0
5,0.0,19.71,0.0,0.48,0.48,79.33,0.0
6,2.36,0.79,0.79,46.46,0.0,3.94,45.67
