,0,1,2,3,4,5,6
0,38.71,7.66,10.89,29.03,0.4,11.69,1.61
1,0.99,37.93,8.87,5.91,6.9,28.57,10.84
2,0.0,23.46,17.32,13.97,7.26,32.96,5.03
3,5.46,1.64,10.93,36.07,0.0,21.31,24.59
4,0.0,31.07,11.86,5.65,14.69,27.12,9.6
5,0.0,24.04,14.42,6.25,2.4,43.75,9.13
6,0.0,0.79,7.09,24.41,0.0,26.77,40.94
