,0,1,2,3,4,5,6
0,83.06,0.0,0.0,2.82,0.0,9.68,4.44
1,10.34,37.93,3.94,1.48,12.81,33.5,0.0
2,13.97,27.93,7.82,8.94,10.06,30.73,0.56
3,24.04,9.84,0.0,28.96,0.0,25.14,12.02
4,18.64,28.81,4.52,1.69,16.38,29.94,0.0
5,1.44,40.38,6.73,0.96,6.25,44.23,0.0
6,21.26,7.87,0.0,18.11,0.0,33.86,18.9
