,0,1,2,3,4,5,6
0,96.37,0.0,0.4,2.42,0.0,0.0,0.81
1,0.49,44.83,4.93,8.87,15.76,22.66,2.46
2,1.12,32.4,16.76,7.82,11.73,28.49,1.68
3,4.37,1.09,0.0,71.58,0.0,10.38,12.57
4,1.69,40.11,5.08,2.26,24.86,21.47,4.52
5,0.48,13.94,5.29,6.73,3.37,67.79,2.4
6,0.0,0.0,0.0,48.82,0.0,10.24,40.94
