,0,1,2,3,4,5,6
0,94.76,0.0,0.0,3.23,0.0,0.0,2.02
1,0.0,67.98,7.39,0.0,11.82,12.81,0.0
2,1.12,35.75,46.37,0.56,5.59,8.94,1.68
3,2.19,3.28,4.37,74.32,1.09,0.55,14.21
4,1.13,31.07,14.12,0.56,40.11,12.43,0.56
5,0.0,25.48,12.02,0.0,11.06,51.44,0.0
6,4.72,3.15,1.57,33.86,0.79,0.0,55.91
